sample,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,Y
167,1123.44,1159.69,1144.06,1124,1107,1037,960,825,696,468,1159.5,1160,1146.06,1136.69,1119.06,1099.44,1015.19,941.09,712.28,481.3,19.84
168,1117.25,1157.81,1152.5,1137,1113,1045,957,820,686,475,1169.44,1157.13,1157,1147.25,1131.69,1113.25,1029.75,954.59,720.09,484.8,20.01
169,1118.44,1159.75,1151.31,1134,1109,1035,945,806,661,477,1169.81,1164.44,1159.19,1150.69,1134.69,1113.75,1029.56,958.19,721.88,488.19,20.06
170,1113.44,1154.69,1145.44,1128,1106,1042,963,821,675,482,1168.13,1168.56,1161.56,1153.56,1136.75,1114.25,1029.38,958.88,728.69,493.59,20.1
171,1122.94,1161.56,1153.06,1137,1113,1044,957,794,651,458,1167.88,1161,1163.63,1156.56,1141.56,1119.75,1032.69,962.78,732.09,490.39,20.23
172,1117.94,1157.81,1147.44,1129,1104,1034,951,807,656,477,1165.75,1163.88,1152.19,1142.38,1127.06,1104.75,1028.56,960.19,729,493.8,20.09
173,1114.38,1151.94,1144.81,1129,1112,1048,977,835,672,485,1159.31,1158.13,1152.06,1148.56,1132.56,1119.44,1039.06,969,732.78,495.8,20.23
174,1113.44,1151.94,1147.19,1134,1112,1050,977,843,684,485,1160.94,1158,1149.5,1144.06,1131.25,1112.44,1027.88,955.59,720.09,492.39,20.31
175,1118.88,1152.44,1146.81,1135,1114,1045,971,837,678,483,1164.56,1163.88,1153,1150.06,1131.19,1110.25,1025.69,960.88,728.19,491.39,20.19
176,1112.31,1152.38,1145.25,1131,1113,1047,980,854,708,459,1164.19,1158.81,1143.44,1137.38,1122.06,1106.25,1027.75,963.19,733.19,486.09,20.3
177,1124.81,1164.31,1153.19,1140,1120,1054,986,864,712,470,1166.5,1164.69,1152.69,1152.75,1138.69,1119.38,1039.19,973.19,730.78,484.69,20.47
178,1131.44,1160.31,1154.13,1140,1121,1061,1004,892,740,484,1165.94,1158.19,1159.19,1143.06,1123.25,1106.56,1033.19,967.59,719.69,485.39,20.51
179,1123.38,1158.81,1150.69,1136,1116,1064,1007,900,753,487,1163,1163.13,1147.44,1139.75,1127.25,1112.88,1048.69,988.69,746.59,483.39,20.6
180,1123.94,1154.81,1149.44,1139,1124,1071,1019,916,761,484,1165.56,1156.75,1159.94,1153.44,1139.25,1121.88,1051.06,997.38,762.38,482.59,20.61
181,1125.25,1157.69,1153.19,1144,1129,1077,1027,926,764,483,1162.69,1156.63,1153.63,1149.38,1138.69,1124.25,1062.69,1009,779.59,481.39,20.52
182,1126.44,1160.19,1153.69,1144,1134,1080,1030,926,755,458,1166.38,1154.75,1158.25,1150.75,1134.69,1115.38,1050.69,998,772.38,477.3,20.67
183,1126.44,1161.25,1158.31,1150,1137,1083,1030,928,757,471,1157.56,1145.44,1154.75,1149.44,1137.44,1122.06,1061.25,1009.38,778.47,481.09,20.76
184,1121.81,1153.19,1145.44,1139,1128,1077,1029,931,758,480,1157.44,1156.38,1147.25,1150.44,1140.06,1124.38,1062.25,1015,788.59,488.09,20.65
185,1121.94,1155.19,1150.19,1142,1131,1081,1041,946,772,483,1158.31,1155.19,1147.56,1141.88,1127.19,1111.44,1051,1003.28,779,487.09,20.8
186,1127.31,1160.81,1154.69,1147,1138,1092,1047,952,788,487,1154.94,1148.69,1146.94,1144.44,1133.69,1119.38,1063.75,1013.19,779.47,483,20.83
187,1120.19,1156.94,1149.5,1138,1124,1077,1034,942,777,458,1164.56,1163.31,1156.25,1153.06,1140.38,1125.75,1071.06,1026.75,803.19,477.39,20.8
188,1124.19,1157.44,1147,1134,1118,1071,1028,942,776,466,1159.81,1156.38,1149.81,1140.69,1124.44,1110.44,1062.75,1023,804.28,477.39,20.57
189,1126.75,1163.75,1157.06,1144,1133,1086,1051,974,798,479,1167.13,1154.38,1157.06,1148.38,1131.25,1118.75,1070.19,1030,806.88,478.69,20.85
190,1120.44,1157.44,1150.75,1139,1123,1074,1033,940,788,484,1165.56,1152.38,1150.75,1148.69,1138.88,1127.44,1068.44,1013.28,777,477.8,20.64
191,1125.25,1159.38,1149.69,1132,1115,1060,999,881,749,484,1162.69,1152.31,1157.13,1153.88,1139.88,1121.88,1045,977.47,742.78,479.19,20.23
192,1125.19,1160.75,1152.06,1135,1112,1049,974,847,726,486,1164.88,1153.38,1158.13,1149.88,1129.44,1101.69,1001.78,928.69,711.59,481.69,20.13
193,1123.56,1159.44,1154.19,1142,1117,1040,951,817,705,457,1161.13,1153.44,1144.38,1138.56,1122.25,1101,991.78,909.47,690.09,477.39,20.25
194,1127.56,1166.06,1155.38,1135,1112,1041,958,824,702,472,1159.75,1146.44,1147.31,1134.25,1115.88,1091.44,988.78,908.69,691.28,480.48,20.04
195,1120.31,1159.38,1152.38,1140,1119,1049,966,830,699,477,1156.44,1159.5,1151.25,1145.75,1127.38,1098.38,996.09,915.09,695.78,483.69,20.04
196,1126.06,1161.25,1152.88,1130,1104,1039,959,828,699,480,1163.5,1155.38,1153.38,1143,1121,1092.25,991.69,916.88,696.78,485.19,20
197,1128,1161.44,1150.94,1129,1105,1039,962,835,706,483,1168.25,1159,1159.44,1143.06,1124.38,1097.25,996.88,919,699.38,484.69,20.01
198,1117.94,1154.94,1147.25,1135,1116,1052,973,833,701,450,1164.06,1157.13,1143.88,1143.38,1126.69,1100.56,999.78,920.09,694.78,480.69,20.04
199,1125.19,1158.69,1147.94,1125,1105,1045,972,841,701,463,1170.13,1158.19,1159.31,1146.44,1129.19,1105.69,1006.69,929.59,706.19,488.69,20.21
200,1127,1160.69,1152.13,1136,1118,1056,987,852,705,479,1168.56,1155.94,1153.25,1139.06,1121.25,1099.44,1010.38,935.09,712.38,490.8,20.33
201,1125.69,1166.44,1154.44,1142,1126,1065,994,861,708,486,1163.44,1162.75,1147.31,1143.56,1128.69,1109.88,1021.88,950.28,721.69,492.3,20.22
202,1128.56,1160.63,1153.69,1137,1116,1060,994,870,718,488,1164.5,1155.38,1155.81,1147.56,1133.38,1112.75,1026.44,957.09,728.69,491.39,20.37
203,1123.75,1158.81,1145.44,1131,1114,1055,996,878,728,490,1158.44,1160.25,1152.5,1145.56,1130.19,1111.44,1030.88,960.19,729.09,491.89,20.38
204,1120.56,1161.44,1150.38,1137,1116,1056,991,875,727,464,1161.69,1158.19,1149.81,1146.06,1131.19,1111.69,1031.88,964,726.59,487.59,20.55
205,1126.81,1155.38,1146.63,1124,1107,1055,1001,886,732,484,1162.5,1151.06,1147.56,1135.44,1121.19,1106.88,1030.38,967.88,732.19,489.59,20.49
206,1125.88,1154.94,1141.19,1127,1113,1062,1008,900,745,491,1163.75,1156.81,1145.44,1141.25,1128.38,1109.19,1038.44,973.28,735.28,491,20.63
207,1128.38,1156.75,1145.31,1130,1115,1058,1006,900,747,493,1160.94,1152.69,1149.63,1138.38,1123.06,1105,1028.69,965.59,739.28,494.3,20.47
208,1120.56,1147.88,1145.25,1133,1115,1060,1007,906,759,495,1156.75,1149.5,1152,1146.56,1133.06,1115,1050.38,989.59,750.88,498.69,20.63
209,1133.19,1162.13,1150.38,1132,1114,1058,1004,897,747,466,1171.69,1161.94,1164.56,1155.06,1137.44,1117.38,1049.69,993.69,762.28,496.09,20.62
210,1131.44,1162.06,1158.13,1145,1130,1073,1022,922,759,478,1162.13,1160.19,1158.88,1150.56,1135.06,1114.25,1046.88,990.28,762.88,497,20.76
211,1123.56,1162.06,1141.69,1125,1111,1062,1022,925,765,493,1164.88,1160.25,1149,1144.19,1133.75,1119,1056.44,1001.19,770.09,498.39,20.77
212,1128.06,1154.69,1150.06,1140,1124,1078,1033,937,771,497,1169.25,1158,1153.88,1148.38,1133.44,1118.56,1060.19,1012,787,497.89,20.81
213,1125.19,1165.5,1150.25,1141,1132,1086,1045,950,782,498,1161.69,1159.75,1148.63,1139.56,1126,1119.44,1071.75,1030.19,799.78,496.8,20.87
214,1126.81,1166.5,1150.75,1139,1123,1073,1029,937,769,501,1165.38,1157.75,1150.75,1142.06,1127.88,1117.25,1068.38,1027.44,814.69,496,20.9
215,1121.69,1161.38,1139.38,1121,1104,1058,1012,922,758,468,1160.19,1155.94,1150.63,1152.69,1142.44,1129.44,1082.06,1039.06,820.88,492.19,20.91
216,1124.31,1158.81,1151.5,1138,1119,1071,1027,938,769,488,1158,1157.13,1155.44,1154.44,1140.88,1129,1082.56,1041.19,822.59,493,20.84
217,1130.38,1158.69,1151.94,1137,1119,1064,1007,896,744,496,1164.06,1154.56,1161.69,1156.88,1144.44,1129.38,1061.69,1006.88,792.88,495.19,20.51
218,1121.94,1161.69,1144.44,1126,1107,1043,969,828,701,499,1166.38,1158.94,1155.63,1149,1133.44,1112.44,1023.38,953.47,749.38,498.48,20.04
219,1124.94,1149.88,1139.19,1119,1097,1032,939,793,685,503,1157.63,1146.13,1150.75,1143,1127,1103.88,997.69,919.59,719.88,499.89,19.88
220,1125.44,1156.75,1152,1131,1106,1028,923,772,669,472,1163.44,1153.88,1155.06,1139.44,1120.69,1092.88,980.09,900.47,702.88,495.69,19.91
221,1122.94,1159.44,1139.25,1119,1093,1020,922,775,666,482,1163,1165.94,1153.88,1138.56,1117.88,1088.19,979.19,900.59,702.59,499.69,19.93
222,1133.5,1160.75,1155.38,1136,1107,1031,934,794,688,499,1165.88,1157.13,1157,1143.44,1124.19,1093.69,983.28,902.19,703.38,503.8,19.89
223,1118.63,1158.13,1142.69,1124,1098,1028,936,795,683,503,1167.75,1159.81,1154.63,1142.56,1121.25,1089.69,985.78,909.19,710.69,507.59,20.15
224,1123.19,1167.13,1153.63,1135,1109,1043,952,804,691,506,1156.63,1153.38,1146.94,1144.75,1131.06,1109.06,1005,927.38,720.78,506.39,19.99
225,1133.69,1159.44,1149.5,1128,1108,1045,961,814,693,506,1164.19,1156.56,1157,1136,1114.75,1093.56,996.19,921.88,723.59,506.8,20.23
226,1130.88,1156.38,1152.25,1134,1115,1046,965,819,696,471,1163.31,1156.38,1157.13,1142.06,1125.25,1101.69,1003.38,926.19,721.09,500,19.99
227,1133.13,1159.94,1152.88,1128,1105,1043,964,825,700,492,1170.5,1161,1157.13,1143.44,1128.19,1108.38,1018,943.19,731.59,502.48,20.19
228,1118.94,1161.88,1147.19,1132,1110,1040,957,811,694,501,1152.25,1154.75,1148.63,1142.06,1125.75,1108,1018.88,946.09,732.47,503.09,20.18
229,1128.69,1162,1151.5,1139,1120,1054,975,832,692,502,1170.81,1164.19,1161.31,1152.56,1137.19,1116.25,1027.25,952.88,735.88,502.19,20.28
230,1133.44,1165.94,1159.25,1142,1117,1057,983,849,709,503,1170.5,1160.19,1156.75,1139.44,1122.19,1100.75,1016.09,946.19,735.09,500.39,20.34
231,1129.88,1155.38,1146.81,1128,1109,1051,978,838,695,463,1169.44,1158,1157.44,1142.69,1127.56,1104.69,1019.69,949.47,734.69,493.89,20.34
232,1126.19,1160.19,1153.5,1141,1121,1061,989,856,708,471,1161.81,1160.19,1152,1138.88,1121.25,1101.75,1018.28,950.78,736.69,494.89,20.36
233,1131.69,1159.69,1151.69,1131,1113,1058,990,860,709,487,1163.44,1153.38,1152.44,1138.19,1123.19,1102.75,1027.25,964.69,743.19,496.19,20.39
234,1121.81,1171.56,1149.69,1133,1113,1055,993,869,714,490,1158.44,1156.38,1148.88,1146.88,1132.88,1114,1038.06,977.78,753.38,493.39,20.25
235,1123.56,1165.69,1149.44,1136,1119,1059,1002,882,717,487,1152.88,1145.38,1150.94,1144.06,1131.25,1114.19,1045.69,983.78,755.88,488.8,20.49
236,1129.44,1154.88,1149.94,1136,1117,1062,1002,888,724,485,1167.88,1152,1150.75,1142.38,1130.19,1111.69,1043.25,985.59,762.28,485.89,20.47
237,1129.38,1154.56,1152.13,1142,1127,1069,1009,892,721,442,1159,1150.63,1146.31,1136.88,1122.44,1103.06,1035.75,980.19,760.88,480,20.59
238,1136.69,1163.44,1157.63,1143,1126,1072,1018,905,732,466,1163.75,1152.56,1157,1148,1133.19,1114.56,1051.88,997.69,770.09,481.3,20.61
239,1127.56,1170.75,1158.69,1150,1135,1083,1028,921,742,478,1162.75,1162.69,1155.75,1151.44,1138.25,1121.75,1055.75,1001.69,778.59,482,20.6
240,1116.44,1164.81,1151.5,1139,1124,1071,1023,919,744,482,1158.13,1155.94,1147.44,1144.75,1134.88,1119.75,1066,1013.47,787.28,481.39,20.56
241,1130.38,1155.94,1156.13,1144,1128,1076,1025,922,746,484,1162.13,1151.81,1155.38,1147.69,1136.75,1124.44,1068.44,1018.88,798.59,482.3,20.54
242,1128,1155.44,1153.5,1143,1122,1064,1009,910,738,447,1158.75,1153.56,1153.69,1150.19,1136.25,1121.44,1065.38,1020.88,809.28,477.09,20.77
243,1130.44,1146.06,1145.56,1138,1122,1071,1024,924,744,457,1157.81,1144.63,1147.44,1143.88,1133.19,1119.44,1071.25,1028.44,819.09,479.48,20.85
244,1125.19,1168.19,1153.19,1142,1128,1076,1030,934,755,476,1166.13,1162.88,1154.94,1144.25,1130.38,1115.88,1070.25,1030.88,826.69,481.8,20.82
245,1123.19,1168.38,1154.31,1148,1136,1086,1042,947,771,484,1164.88,1159.25,1145.44,1139,1126.19,1117.88,1078.56,1044.88,839.59,483.69,21.01
246,1129.94,1153.44,1150.94,1138,1124,1072,1030,942,779,490,1158.44,1144.31,1148.69,1141.88,1133.19,1120.25,1076.25,1033.06,826.88,483.69,20.78
247,1127.25,1150.69,1151.13,1141,1124,1066,1003,887,746,489,1161.5,1151.38,1151.88,1144.44,1131.25,1118.75,1051.56,993.88,777.59,481.89,20.42
248,1116.69,1162.81,1150.06,1140,1120,1053,971,837,709,451,1157.75,1160.25,1151.88,1145.88,1129.44,1106.56,1019.38,948.78,735.38,478.8,20.15
249,1133.19,1157.06,1153.94,1138,1119,1055,977,840,711,480,1157.06,1143.69,1147.25,1136,1119.88,1103.88,1010.78,936.38,718.38,484.89,20.13
250,1114.44,1151.81,1148.5,1137,1113,1051,963,832,708,491,1157.06,1153.06,1150.38,1148.75,1134.44,1112.19,1017.19,943.38,722.19,486.48,20.22
251,1128.56,1151.63,1145.44,1129,1109,1044,971,839,703,493,1163.31,1153,1152.06,1138.44,1117.56,1094.88,1005.59,935.38,721,488.59,20.13
252,1125.69,1174,1155.38,1148,1129,1063,988,852,711,493,1163.88,1157.25,1150.75,1149.88,1133.19,1108.06,1017.78,944.59,722.47,489.69,20.23
253,1138,1167.31,1163.44,1150,1128,1061,985,849,705,453,1160.13,1153.38,1150.88,1142.44,1126.38,1104.19,1016.28,944.09,721.78,484.48,20.4
254,1135.25,1161.94,1157.44,1140,1119,1058,977,844,698,466,1157,1149.5,1157.13,1150.69,1136.38,1115,1030.56,961.69,738.88,489,20.42
255,1125.19,1165.44,1153.31,1142,1125,1068,1002,876,720,484,1158.31,1156.56,1151.38,1148.19,1134,1117.06,1039,975.28,752.59,492.09,20.4
256,1133.44,1164.19,1159.06,1147,1129,1069,1007,886,731,489,1170.25,1158.75,1156.94,1142.38,1128.75,1111,1038.44,973.59,754,491,20.52
257,1129.94,1154.94,1152.06,1133,1116,1056,999,881,728,490,1158.31,1154.63,1159.75,1149.56,1137.44,1116.25,1043.44,981.69,760.38,489.59,20.37
258,1130.19,1153.63,1151.13,1136,1114,1053,994,882,729,489,1159.94,1150.75,1151.69,1140.69,1124.44,1109.56,1037.06,975.09,752.19,488.59,20.64
259,1130.69,1163.75,1157.44,1144,1126,1069,1005,885,725,445,1159.44,1148.81,1146.94,1134.69,1117.88,1100.19,1027.56,967.09,746.19,481.89,20.68
260,1121.69,1168.56,1148.69,1127,1108,1054,999,890,734,469,1149.31,1150.75,1144.63,1141.88,1127.25,1107.75,1038,980.78,759.19,483.48,20.75
261,1115.19,1158.44,1145.31,1136,1122,1068,1016,909,746,480,1163.31,1161.81,1148.88,1141.88,1123.69,1107.88,1043,990.88,770.28,484.3,20.92
262,1123.94,1167,1150.06,1134,1118,1065,1015,911,751,483,1162.38,1158.63,1148.69,1149.44,1139.19,1123.75,1058.06,1003.88,782,484.09,20.82
263,1123.94,1165.5,1154.69,1145,1126,1071,1013,908,735,481,1156.56,1155.19,1152.44,1153.19,1138.88,1120.88,1056.06,1005.28,791.88,485.39,20.95
264,1121.88,1172.44,1154.69,1141,1128,1073,1022,912,729,437,1151.25,1152.44,1150.63,1150,1137,1123,1060.88,1007.78,781.09,483.8,20.95
265,1118.25,1164.38,1150.25,1141,1129,1075,1033,934,746,449,1161.69,1161.31,1149.06,1143.88,1127.38,1114.88,1063.88,1016.09,793,485.89,20.95
266,1133.69,1152.44,1150.25,1133,1117,1064,1020,927,759,468,1163.5,1155.75,1157.38,1149.69,1135.88,1115.44,1052.56,1004.09,792.69,482.69,20.93
267,1111.88,1161.69,1150.06,1145,1133,1077,1015,894,737,475,1163.13,1150.38,1149.81,1140.19,1127,1108,1029.75,964.09,759.09,482.8,20.63
268,1116.75,1168.75,1153.44,1144,1127,1062,987,847,708,478,1157.13,1154.63,1145.75,1141.06,1124.88,1100.88,1002.09,925.59,727.19,485.3,20.32
269,1131.13,1163.88,1158.69,1142,1121,1054,971,828,705,484,1167.56,1160.13,1157.44,1145.25,1124.19,1099.56,993.59,913.69,719,490.89,20.21
270,1123.06,1168.06,1153.06,1134,1112,1047,961,816,701,490,1166.38,1156.94,1139.5,1123.19,1103.38,1084.25,970.78,891.78,709,495.19,20.1
271,1137.94,1155.94,1153.94,1133,1109,1040,949,805,694,492,1161.94,1149.88,1149.81,1137.69,1120.25,1097.88,978.19,892.88,705,497.89,20.11
272,1136.88,1159.25,1156.75,1133,1108,1036,945,802,690,493,1169.75,1158.75,1159.81,1144.06,1123.25,1092.25,976.09,889.78,699.28,498.89,19.94
273,1133.88,1153.63,1158.44,1139,1113,1041,955,813,692,497,1163.13,1154.38,1155.94,1146.44,1129.56,1100.44,979.69,889.09,682.47,496.48,20.13
274,1114.81,1175.19,1154.31,1133,1105,1033,945,801,689,497,1164.94,1162.56,1146.38,1137.19,1118,1096.06,981.78,895.69,690.78,492.8,20.17
275,1131.31,1151.94,1148.25,1127,1110,1045,964,821,700,498,1163.31,1155.75,1155.63,1146.06,1127,1103.75,994.69,912.78,706.19,494.19,20.26
276,1130.63,1169.31,1159.94,1144,1120,1043,963,828,703,500,1163.38,1157.13,1160,1150.88,1132.88,1105.69,1000.59,922.28,714.47,496.69,20.24
277,1132.69,1149.31,1144.44,1125,1105,1043,972,844,715,501,1162.31,1149.31,1153.06,1137.88,1118.25,1093.88,997.28,920.47,716.38,498.19,20.31
278,1124.81,1172.94,1159.06,1152,1145,1104,1078,982,764,503,1153.88,1156.06,1143.69,1133.69,1117.06,1096.44,1005.69,932,720.78,499.8,20.44
279,1135.06,1173.13,1165.69,1154,1139,1087,1041,938,730,501,1168.63,1153.63,1143.94,1133.75,1121.75,1103.56,1017.38,947.78,730.38,497.19,20.34
280,1123.19,1172.19,1158.81,1144,1128,1074,1015,901,709,495,1153.38,1155.38,1147,1139.56,1125.44,1104.69,1029.44,966.19,746.47,492.19,20.43
281,1128.44,1166.44,1158.69,1145,1128,1071,1015,898,695,491,1160.25,1145.5,1145.63,1139,1122.88,1099.56,1011.47,942.28,724.09,488.89,20.5
282,1120.88,1167.94,1157.63,1147,1131,1075,1022,910,699,490,1155.19,1150.75,1140.19,1136.56,1118.56,1102.75,1020.47,953,729.47,487.89,20.46
283,1123.44,1160.88,1156.94,1144,1124,1068,1014,912,715,493,1152,1150.69,1150.75,1148,1133.75,1117.38,1038.38,972.28,746.88,491.69,20.63
284,1124.63,1159.69,1147,1134,1120,1069,1015,910,717,495,1158.31,1149.63,1147.56,1142,1128.38,1109,1032.25,969,752.28,494.3,20.63
285,1124.31,1161.75,1153.5,1140,1124,1074,1023,921,731,496,1167.31,1160.19,1153.88,1147.44,1134,1116,1040.88,977.59,758,495.8,20.66
286,1126.69,1157.81,1153.13,1142,1125,1070,1018,918,738,496,1163.44,1150.69,1148.5,1133.75,1121.88,1104.38,1037.25,978.09,761.88,495.89,20.67
287,1126.19,1164.94,1153.81,1145,1134,1080,1026,922,733,490,1153.44,1147.56,1135.63,1129.38,1119.06,1101.88,1039,979.69,763.59,494.69,20.67
288,1126.94,1165.5,1157.63,1146,1128,1072,1019,916,734,486,1160.19,1150.75,1146.44,1149.44,1138.56,1120.25,1052.19,997.19,779,493.69,20.8
289,1131.94,1164.5,1160.81,1150,1136,1082,1030,931,743,485,1164.19,1153.38,1156.75,1153.56,1144.38,1132.25,1071.44,1016.19,787.78,492.59,20.84
290,1126.06,1161.69,1156.19,1147,1132,1078,1030,935,748,484,1166.19,1161.94,1157.44,1149.25,1134.19,1118.69,1068.19,1023.19,798.09,491.39,20.85
291,1125.44,1156.94,1148.63,1134,1118,1062,1013,921,748,483,1158.19,1154.63,1150.06,1150.56,1141.19,1128.56,1076.88,1032.44,810.38,490.19,20.99
292,1124.31,1157.69,1148.44,1144,1133,1080,1032,943,758,481,1162.75,1163.44,1152.38,1150.19,1138.69,1124.56,1074.56,1032,817.88,488.59,20.95
293,1125.75,1153.13,1147.75,1138,1126,1076,1033,941,753,479,1161.13,1150.63,1156.94,1148.25,1133.44,1119.06,1071.19,1032.56,821.59,485.39,21.01
294,1125.19,1163.44,1153.5,1144,1129,1076,1036,949,761,478,1163.44,1160.25,1150.69,1151.25,1141.88,1130.75,1084.75,1045.56,833.47,484.09,20.86
295,1124.19,1161,1151.94,1142,1128,1074,1030,949,766,478,1164.56,1162.19,1148.88,1148.56,1139.25,1129.69,1083.69,1047.38,842.59,483.39,21
296,1125.75,1154.13,1145.44,1132,1117,1066,1022,930,761,480,1159.13,1150.75,1152.44,1141.56,1127.69,1116.75,1068.56,1027.88,825.69,483.89,20.83
297,1119,1154.75,1150.25,1138,1117,1062,1005,905,746,483,1162.13,1159.44,1151.38,1146.56,1133.19,1113.06,1048.88,993.28,788.69,486.48,20.46
298,1121.81,1156.94,1148.63,1141,1128,1068,1003,888,732,488,1157,1159.19,1151.5,1151.19,1137.88,1114.38,1033.06,970.09,762,488.89,20.3
299,1127.75,1166.44,1160.44,1146,1129,1063,993,875,723,492,1164.06,1150.75,1152,1140.75,1121.44,1100.19,1006.88,937.47,739.47,491,20.37
300,1127.56,1163.06,1153.69,1135,1113,1050,973,852,713,495,1151.38,1147.13,1151.81,1144,1126.38,1102.69,1003.59,928.47,728.09,492.09,20.23
301,1125.88,1161.56,1152.69,1136,1117,1051,971,842,699,496,1162.5,1151.69,1148.81,1136.44,1122.06,1100.38,989.78,912.59,721.28,493.48,20.11
302,1124.44,1163.56,1157.44,1146,1124,1052,964,835,695,496,1167.69,1154.94,1152,1140.44,1124.88,1100.69,991.19,911.09,717.59,494.39,19.99
303,1125.31,1165,1157.06,1136,1111,1036,949,820,683,495,1157.13,1159.5,1152,1136.44,1113.75,1083.25,975,899.78,715.59,495.39,20.03
304,1127.56,1164.69,1159.06,1143,1117,1042,953,821,685,495,1163.31,1152.06,1150.19,1145.69,1130,1109.56,998.47,916.09,719.28,497,20
305,1128.44,1172.13,1162.81,1148,1126,1055,964,825,683,494,1164.56,1162.13,1154.94,1142.69,1122.88,1096.69,991.88,912.38,720.28,497.09,20.12
306,1127.25,1164.31,1158.31,1141,1120,1047,961,821,676,491,1160.19,1141.06,1145.5,1137.06,1121.25,1102.19,998.28,921.78,721.19,495,20.06
307,1126.25,1162.81,1156.94,1139,1117,1049,961,821,673,492,1156.13,1146.13,1145.06,1143.38,1128.56,1102.75,996.78,920,721.19,495.48,20.09
308,1127.31,1163.94,1152.88,1137,1116,1049,968,833,680,493,1164.69,1150.69,1147.56,1141.44,1125.69,1104.38,1002.69,926.88,726.28,497.3,20.16
309,1129.75,1167.13,1157.44,1140,1119,1050,971,841,687,494,1167.75,1150.75,1150.75,1141.38,1121.69,1101.69,1006.78,935,728.88,498.89,20.24
310,1125.19,1164.5,1156.19,1144,1126,1059,986,863,704,493,1157.63,1153.19,1150.75,1147.75,1132.06,1106.69,1012.69,937.09,728.88,497.69,20.22
311,1133.88,1171.44,1163.75,1151,1132,1071,1000,879,710,490,1157.75,1147.56,1150.75,1139.06,1121,1094.88,1004.59,933.88,727.47,494,20.29
312,1129.88,1167.56,1160.13,1145,1126,1065,999,883,714,485,1165.69,1151.81,1152.69,1143.56,1127.44,1104.25,1014.47,944.28,733.19,490,20.34
313,1129.44,1163.75,1154.56,1141,1128,1070,1011,898,719,483,1160.19,1151.5,1153.06,1149.75,1132.25,1112.19,1026.25,958.19,733.69,486.89,20.39
314,1127.94,1164.81,1157.44,1146,1130,1071,1012,901,726,482,1165.56,1151.31,1143.13,1137.25,1125.44,1106.38,1023.19,952.09,733.47,485.69,20.41
315,1131.88,1168.75,1160.44,1145,1129,1075,1022,917,738,486,1156.63,1148.88,1146.5,1142,1128.25,1111.56,1029,963.19,739.28,487.3,20.49
316,1128.56,1168.88,1158.81,1149,1136,1079,1025,923,746,488,1158,1143.56,1149.06,1143.69,1128.19,1111.88,1036.19,974.28,745.88,487.19,20.54
317,1130.69,1164.69,1159.38,1153,1143,1093,1041,937,757,488,1150.06,1147.56,1143.88,1139.75,1127.38,1107,1033.19,968,747.28,487.09,20.57
318,1129.38,1165.5,1158.81,1147,1132,1076,1024,929,759,487,1157.44,1154.94,1147.5,1146.38,1133.06,1115.75,1041,980.47,757.19,487.89,20.55
319,1128.38,1163.13,1157.44,1147,1134,1082,1033,938,764,489,1159.81,1146.5,1147.25,1135.88,1121.44,1103.88,1035.19,974.19,758.38,488.89,20.67
320,1127,1161.69,1156.38,1145,1134,1084,1036,939,769,491,1151.5,1145.94,1144.13,1144.88,1135.44,1122.88,1052.69,990.59,763,490.39,20.65
321,1123.38,1161,1153.94,1143,1129,1071,1024,926,751,492,1156.75,1154.88,1146.06,1136.69,1120.75,1107,1043.38,988,777.09,494.19,20.69
322,1126,1161.88,1147.63,1137,1124,1073,1030,939,760,491,1160.25,1155.44,1142.25,1132.69,1119.88,1101.44,1033.56,974.47,745.78,493.19,20.67
323,1126.13,1158.94,1153.13,1147,1135,1083,1036,946,774,491,1158.31,1150.5,1151.5,1142.38,1131,1118.06,1054.06,991.19,743.47,490.8,20.77
324,1127,1164.63,1155.19,1149,1140,1089,1041,949,767,491,1161.81,1153.56,1145.94,1145.56,1133.06,1120.25,1054,997.38,756.28,488.3,20.83
325,1127,1164.19,1155.38,1148,1138,1085,1046,959,783,490,1158.81,1152.25,1144.44,1146.88,1136.75,1123,1057,993.38,742.59,487,20.8
326,1121.25,1154.31,1147.94,1136,1122,1067,1015,916,756,490,1153.25,1152.06,1151.19,1148,1133.69,1113,1027.88,957.28,733.19,487.8,20.44
327,1125.19,1163.69,1158.94,1151,1139,1079,1010,885,729,491,1157.56,1155.63,1157.25,1148.19,1130.69,1104.06,995.28,915.19,710.59,489.59,20.18
328,1126.94,1160.94,1154.13,1142,1128,1065,994,862,715,495,1156.56,1152.25,1150.19,1141.38,1121.06,1094.69,980.28,895.88,698,492.3,20.36
329,1123.38,1158.31,1143.75,1123,1100,1032,952,825,694,498,1159.13,1161.81,1150.94,1144,1123.25,1091.06,971.69,887.78,698.47,496,19.96
330,1125.25,1162,1154.13,1134,1116,1047,964,823,685,498,1160.69,1154.69,1157.06,1147.44,1125.69,1099.69,978.28,893.38,697.47,497.39,19.99
331,1124.44,1160.13,1145.31,1125,1106,1040,962,825,689,498,1161.56,1158.94,1152.06,1140,1119.69,1090.69,970.78,887.38,694.78,498.19,19.92
332,1123.56,1155.38,1145.44,1131,1116,1055,975,836,694,499,1167.25,1150.38,1151.25,1137.25,1117.19,1089.75,974.88,893.59,698.88,499,20.05
